Artist,es,en
Arturo 'Zambo' Cavero,"Arturo Cavero Vesquez (Lima, 29 de noviembre de 1940 - Lima, 9 de octubre de 2009), s conocido como el ""Zambo"" Cavero, fue un cantante peruano de sica criolla.
El Zambo Cavero es considerado por muchos peruanos como un mbolo de la indentidad peruana o s propiamente de la misma peruanidad, por el peculiar tono de su voz y su manera muy particular de interpretar la sica criolla, cautivando a amantes y conocedores.
Como resultado de su larga y profica trayectoria profesional, el Zambo Cavero ha sabido granjearse el caro y la admiracn del pueblo peruano.
Algunas de las mejores interpretaciones del Zambo Cavero son las compuestas por el compositor peruano Augusto Polo Campos, todas interpretadas formando duo con el guitarristascar Avis.
El 3 de junio de 1987, el zambo Cavero, fue laureado conjuntamente con otros cuatro artistas peruanos: Luis Abanto Morales, Jes squez y Augusto Polo Campos en Washington D.C. por la Organizacn de los Estados Americanos, OEA. Organizacn que hon sus ritos por sus contribuciones para que la sica peruana estableciera la presencia lida que obstenta en el continente americano y en el resto del mundo. "
Ascesis Nativa,"Somos una banda Peruana de Reggae formada en el o 2000.
Nos toca convivir en Lima - Pe.  Sin duda, una de las ciudades s convulsionadas de America Latina. Pero tambn, la capital de uno de los paises s ricos de este planeta. Aunque condenados a la cruel servidumbre, como canta nuestro himno, la gente no se deprime y sigue adelante ndole pelea al opresor.
Para nosotros la sica REGGAE es necesaria para la mente, cuerpo y alma. Es parte de nuestras necesidades sicas, que como humanos tenemos que satisfacer siempre.  Es el rol que cumplimos en esta sociedad. Transmitir un mensaje positivo con sica.
No somos poetas, filosofos, ni juezes, tampoco salvaremos a este planeta pero hay gente que nos escucha y nosotros tenemos mucho que decir.

En Agosto del o 2004 grabamos nuestro primer disco de manera independiente llamado: Estrictamente Roots . Grabado, mezclado y masterizado por Carlo Pacheco en el Studio del Abuelo, a excepcn deBendit ySoldado de Ja que fueron grabadas, mezcladas y masterizadas en el Studio AK-47 de Dennis Yamazato y Vuelves (una vez s que fue mezclada y masterizada por Luis Palomino.
Setiembre del 2008 lanzamos ""EnLACASAdel.DUB"" material Drums and Bass,
seis nuevas versiones de los viejos y nuevos temas. Trabajo de manera independiente. Estudio Ak-47.
Actualmente trabajando de la mano de ""Royal Africans"". Se nos viene un gran disco.

A lo largo de estos os compartimos escenarios con grandes artistas como:
Gregory Issacs, Culture, Michel Rose.Black Uhuru , The Wailing Soul , Apple Gabriel, Steel Pulse, Migthy Diamonds , Gondwana, Los Cafres, Kike Neyra, Gomba Jahbari, Cultura Protica, Fidel NadaL, entre otros artistas destacados a nivel nacional e internacional.

Actualmente andamos por todo Pe vendiendo una solucn musical a las dolencias de las masas. Estamos produciendo, grabando y mejorando como sicos, para seguir llegando a donde increiblemente solo la sica nos puede hacer llegar."
Asmereir,"Asmereir (1996-presente) es un to de hardcore peruano, considerado como una de las bandas s influyentes de la escena hardcore punk de Lima. Su estilo base es el hardcore punk pero a menudo sus canciones combinan el ska, el crust y el reggae en bruscos cambios de sonido. Desde el o 2001, se presentan espodicamente en Lima en pequos shows. "
Assad Sacin,
Bareto,"Bareto es un grupo peruano de musical tropical alternativa nominado al Latin Grammy 2012, que combina la cumbia, el ska, el reggae, el dub, la salsa, el merengue. Sultima gira los lle a Estados Unidos, donde tuvieron lleno total en Washington DC, New York, Connecticut y San Francisco, ades de participar en el festival South by Southwest en Austin, Texas. Han tocado tambn Brasil y Jan."
Barrio Calavera,"Barrio Calavera es un grupo que combina el ska, la cumbia, la chicha, el reggae, el punk, los boleros, el folclore latinoamericano y todo lo mete en una licuadora. El resultado es un jugo poderoso de enera musical, fiesta, reflexn, ctica e integracn. Un brebaje que te hace bien para los pies y la cabeza.
Precisamente, ades de fusionar ritmos alegres, la propuesta de Barrio Calavera pasa por comunicar reflexiones contra la discriminacn y los problemas sociales, contar historias de barrios, de amores y relatar vivencias de la calle.

Actualmente, Barrio Calavera son:
Abal valosSkaniba (bajo) / Pablitoskacor (guitarra) / Joe HoyosWinsh (voz) / Mijail PalaciosEl Negr (batea y timbales) / Joao KahnShakama (teclados)."
Bartola,Esther vila mas conocida como Bartola es una reconocida cantante de sica criolla peruana.
Betico Salas y su Sonora,
Callao Cartel,"Cartel es un gruporepresentativo del Callao formado por talentosos venes: Nesio, Kasike, Salsa, Dcertor y 2Jota, quienes decidieron arriesgarse a darse a conocer en el nero del Hip-hop."
Camaey,"Camaey es una orquesta de sica tropical formada en los os 60 por venes del barrio La Victoria (Lima).  Don Reynaldo Menacho Moz, hombre discreto y noble, fue quien cr Camaey y dio inicio a una historia siempre ligada a la alega, a la hermandad y, por supuesto, a su querido barrio de La Victoria.  Escog el nombre de Camaey porque le sonaba sabroso y, por tanto, a invitacn inmediata al ritmo.  Por su agrupacn llegan a pasar muy importantes sicos, como Pablo VillanuevaMelcochit, ArturoZamb Cavero y Carlos Hayre.  Camaey se convirt en laOrquesta de las Multitude porque en torno a su sabor cobija a todos los grupostnicos del Pe. Con Camaey nadie se queda sin bailar, palpable prueba de la ""democracia de la sals."
Campo de Almas,"Campo de Almas es una banda de rock pop formado en 1994 en Trujillo , cuenta con una larga y reconocida trayectoria en el Pe, teniendo bastante difusn a nivel local en programas radiales e internacional como la MTV."
Cantores de Barrio,
Carlos Hayre,"Carlos Hayre nac en Barranco en el o de 1932.  Luego de cuatro os se muda a Surquillo y luego a La Victoria. Aprend a tocar de do, palomillando con unos amigos, reunndose en las tardes y en las noches. s adelante estud guitarra csica, que le servia para aplicar las cnicas en la sica popular. Luego estudia con el maestro ctor Toledo Burgos en la calle Chalaco del mac.
Traba en Sonoradio como contrabajista y es aq donde conoce a la tambn compositora y cantante Alicia Magua, con quien trabajo por muchos os en la creacn de un nuevo estilo para la sica criolla, creando una escuela que ha sido continuada por otros inrpretes y compositores; ades ellos estuvieron casados por 25 os (1969 - 1994). Luego de la disolucn de su matrimonio, decid radicar en Nueva York, EEUU, desde 1996, hasta que hace un tiempo regre a su patria el Pe, donde ha sido objeto de una serie de homenajes.
Su carrera como guitarrista se inic a comienzo de los sesenta. Fue seguidor de la corriente arnica, introducida en el piano por Lorenzo Humberto Sotomayor en los cuarenta y en la guitarra por Lucho Garland en los cincuenta. En esta nea se convirt en el mayor innovador dentro de la sica criolla.
En sus composiciones introdujo armoas y arreglos modernos de jazz y bossa nova, y el uso del can en los valses criollos. Tambn destaca por ser un sico multifatico ya que tiene dominio sobre otros instrumentos como la mandolina."
Carlos Pikling y Orquesta,Carlos Pikling fue un gran sico peruano que hizo grandes popurs bailables acompado de su inseparable saxo.
Carlos Rinn (Ito Montuno),"Autor, compositor, y cantante peruano natural de Chosica (Lima) dedicado a la sica popular en sus distintos neros."
Carmencita Lara,"Julia Rosa Caprisn Gara (Trujillo, Pe; 4 de octubre de 1926), conocida arsticamente como Carmencita Lara, es una cantante peruana de valses, huaynos, marineras, polcas y pasillos. Es considerada por muchos peruanos referente de la sica perfecta para ""Ahogar las penas"". Reconocida por el tono agudo de su voz, modo particular de interpretacn y por el infaltable acompamiento del sonido del acordn del maestro, don ctor Lara."
Carnaval Patico,"Primera banda peruana 100% Ska, fundada por Julio Ota Diez (Danny Ska) en 1990, la cual tuvo diversas producciones y reconocimientos hasta su separacn en el o 1999."
Cecilia Barraza,"Cecilia Augusta Barraza Hora (Lima, Pe, 5 de noviembre de 1952), s conocida como Cecilia Barraza, es una popular inrprete peruana de sica criolla.
Nacida en una familia que contia exponiendo arte. Sus hermanos mayores son Carlos Barraza, abogado y poeta y Miguel ""Chato"" Barraza, conocido mico en el Pe.

Su trayectoria arstica se inicia en el mes de abril del o 1971, tras su participacn en el programa de televisn Trampon a la Fama, donde obtiene el triunfo como la mejor inrprete. En ese concurso interpreta un tema de Alicia Magua: Todo me habla de ti. Es en esa ocasn que Chabuca Granda, la oye y se queda deslumbrada por su dulce voz y le propone llevarla a xico para una gira arstica en diferentes escenarios de ese ps junto con el grupo Pe Negro. Cecilia acepta y de esta manera empieza su vertiginosa ascenso a una de las grandes figuras de la sica peruana.

""Chabuca Granda pcticamente fue la que respal mi carrera. Cuando yo salgo de Trampon a la Fama me voy de viaje con ella a xico y estuvimos en un gran teatro.se fue el punto de partida de mi carrera"", cuenta Cecilia. En esos inicios Cecilia Barraza graba un tema memorable, de los que hasta ahora es imposible desligarla: Toro mata. En el o 1973, participa en el Festival de Chiclayo, donde obtiene el primer lugar en el nero criollo; logrando el mismo triunfo al o siguiente (1974), en el Festival de Ann. Tuvo tambn un granxito con un vals de Los Troveros Criollos, Nunca me faltes. Sus giras mundiales se inicia en Mos en julio del o 1975, para luego continuar hacia la ciudad de Nueva York. En 1977, es contratada por una gran empresa japonesa para diversas presentaciones en ese ps, gira que duraa 2 meses y medio.

En julio de 1981, se une nuevamente con Chabuca Granda para una serie de presentaciones por la Reblica Argentina. En 1982, participa en la despedida de Victoria Santa Cruz del Pe en el Teatro Municipal. Victoria, eminente folclorista y compositora, defin a Cecilia como ""una exquisita artista"". En 1983, retorna a ""la ciudad de los rascacielos"", Nueva York. En 1987, es invitada al Festival Internacional de La Habana, Cuba. Ese mismo o aca en La Paz, Bolivia. Al siguiente o (1988), realiza presentaciones en la ciudad de San Francisco, California. Luego vendan actuaciones en Quito, Ecuador (1994); gira por Estados Unidos y varias ciudades europeas como Madrid, Barcelona, Ginebra, Pas, nich, Roma y Londres (1995). Debido alxito de la gira retorna el o siguiente a Europa, agregando a la gira la ciudad de Bern. En 1998, se presenta en San Jo, Costa Rica y luego en 1999 y 2000, vuelve a actuar en varias ciudades de la Unn Americana, esta vez contratada exclusivamente por la empresa de especculos.

Durante el quinquenio 2002-2006, condujo con muchoxito el programa Medioa Criollo en el canal estatal TV Pe. El bado 21 de julio del 2007, regre a la conduccn en el mismo canal con el programa Lo Nuestro con Cecilia Barraza, en el que no solo abarca la sica criolla, sino que difunde todas las expresiones arsticas y musicales del Pe. El bado 31 de octubre del 2009, estre su nuevo programa Coran Peruano de tres horas de duracn en el mismo canal del Estado mismo que se emit hasta abril del 2010. A finales de octubre del mismo o estre su programa de conversaciones ""ntame Tu Vida""."
Celso Garrido-Lecca,"Celso Garrido Lecca Seminario (Piura, 1926), es uno de los compositores s importantes de la sica acamica contemponea del Pe.
Celso Garrido Lecca nac en Piura en 1926 y estud composicn con Rodolfo Holzmann en el Conservatorio Nacional de sica del Pe. Conclu sus estudios en Santiago de Chile. Ingre al Instituto del Teatro de la Universidad de Chile como compositor y asesor musical, y permanec enl durante diez os. Ingre al Departamento de Composicn de la Facultad de Ciecias y Artes Musicales de la Universidad de Chile, y ocu posteriormente el cargo de Jefe de dicha seccn. En 1964 recibe una beca para estudiar con Aaron Copland en Tanglewood, Estados Unidos. Regresa al Pe en 1973 y asume la tedra de composicn del Conservatorio Nacional de sica. Posteriormente fue director del conservatorio hasta 1979.
Fue galardonado el o 2000 con el II Premio Iberoamericano de la sica Tos Luis de Victoria, considerado como el Cervantes de la sica csica.
En la actualidad es retirado de la docencia y se dedica a la composicn. Entre sus obras s importantes figuran Antaras para doble cuarteto de cuerdas y contrabajo, Laudes I y II, Elea a Machu-Pichu, Sonata Fantaa para Cello y Orquesta, Sinfoa No.2 y Concierto para Guitarra y Orquesta.
Su obra se enmarca dentro de la corriente de renovacn musical ocurrida a partir de la cada de 1950 con los trabajos de una serie de compositores que introducen en la sica peruana nuevas cnicas como el dodecafonismo y el atonalismo, lo cual permit renovar y enriquecer la composicn en el ps."
Cementerio Club,OK
sar Altamirano,"sar ""El Mono"" Altamirano (Callao, 1944 - Lima, 1993) fue un cantante peruano de nueva ola y baladas, quien tuvo mucha popularidad y for parte del movimiento juvenil de la nueva ola en Pe en la cada de los 60s participando en peculas y grabando exitosos temas."
sar Oliva,sico criollo con el estilo de canto de los grandes de la Guardia Vieja.
